x,y,score
0.04,0.85,1.1557
0.35,0.98,2.2027
0.67,0.55,2.95535
0.07,0.56,1.29405
0.6,0.89,2.9933
0.36,0.56,2.33485
0.32,0.15,2.52745
0.34,0.73,2.2143
0.56,0.08,2.845
0.19,0.05,2.71705
0.22,0.9,1.7648
0.04,0.59,1.1754
1.0,0.76,3.7843
0.72,0.85,3.38145
0.29,0.59,2.06515
0.83,0.09,2.88855
0.53,0.76,2.8267
0.03,0.35,1.176
0.78,0.27,2.4642
0.03,0.48,1.15075
0.21,0.32,1.89615
0.84,0.5,2.44385
0.69,0.52,2.83025
0.34,0.76,2.1958
0.97,0.0,3.1343
0.48,0.6,2.7089
0.25,0.03,2.90435
0.45,0.59,2.60855
0.08,0.87,1.2948
0.5,0.68,2.72875
0.0,0.61,1.01335
0.13,0.05,2.6394
0.29,0.55,2.1065
0.76,0.67,3.29755
0.0,0.55,1.0115
0.96,0.35,2.34655
0.67,0.98,3.21545
0.13,0.09,2.25215
0.16,0.87,1.5771
1.0,0.86,4.18295
0.43,0.44,2.5019
0.75,0.53,2.8912
0.99,0.75,3.87695
0.43,1.0,2.45655
0.46,0.78,2.59395
0.07,0.83,1.2699
0.98,0.2,2.6601
0.83,0.15,2.76175
0.9,0.03,3.04645
0.47,0.24,2.4905
0.99,0.94,4.2018
0.13,0.77,1.485
0.97,0.73,3.48425
0.12,0.72,1.4615
0.94,0.62,2.9011
0.51,0.9,2.7166
0.72,0.96,3.36665
0.7,0.07,2.9079
0.05,0.29,1.3059
0.94,0.81,4.06765
0.55,0.13,2.7317
0.34,0.15,2.54755
1.0,0.29,2.49535
0.59,0.43,2.81615
0.88,0.03,3.05315
0.1,0.59,1.4173
0.75,0.82,3.49395
0.52,0.22,2.54705
0.67,0.48,2.7414
0.99,0.99,4.18825
0.45,0.79,2.55655
0.57,0.82,2.9436
0.91,0.47,2.3104
0.89,0.69,3.36315
0.9,0.6,2.9696
0.73,0.23,2.5624
0.83,0.29,2.44415
0.33,0.54,2.21555
0.71,0.04,2.9783
0.43,0.16,2.61475
0.43,0.7,2.5032
0.95,0.83,4.0932
0.82,0.02,3.05985
0.37,0.38,2.36725
0.47,0.56,2.6571
0.2,0.36,1.87015
0.28,0.74,2.00845
0.37,0.55,2.3466
0.43,0.72,2.5022
0.03,0.85,1.11755
0.77,0.86,3.5552
0.93,0.6,2.84915
0.2,0.58,1.75155
0.7,0.42,2.5439
0.06,0.31,1.33645
0.0,0.45,1.0251
0.93,0.61,2.88895
0.42,0.73,2.46525
0.62,0.49,2.7299
0.66,0.23,2.55195
0.39,0.46,2.44635
0.27,0.16,2.4205
0.45,0.43,2.53775
0.37,0.89,2.2893
0.19,0.97,1.675
0.24,0.01,2.94545
0.35,0.19,2.48885
0.93,0.02,3.083
0.5,0.9,2.70595
0.27,0.86,1.9601
0.87,0.89,3.8094
0.54,0.05,2.9214
0.1,0.18,1.6859
0.94,0.25,2.54985
0.01,0.78,1.0415
0.66,0.88,3.1833
0.96,0.43,2.1776
0.25,0.53,1.9633
0.04,0.55,1.18165
0.92,0.19,2.67755
0.48,0.89,2.64085
0.62,0.72,3.08295
0.2,0.83,1.7256
0.75,0.5,2.58535
1.0,0.78,3.9553
0.41,0.84,2.4194
0.76,0.16,2.71165
0.55,0.86,2.84195
0.41,0.9,2.4083
0.95,0.54,2.2638
0.99,0.5,2.1311
0.43,0.27,2.4457
0.66,0.78,3.2315
0.65,0.69,3.1965
0.4,0.94,2.35955
0.88,0.69,3.4437
0.39,0.24,2.4526
0.14,0.84,1.49705
0.37,0.73,2.3014
0.37,0.05,2.87585
0.46,0.4,2.5737
0.13,0.29,1.65115
0.07,0.43,1.3206
0.78,0.51,2.7461
0.91,0.52,2.288
0.35,0.41,2.29195
0.78,0.56,2.9295
0.66,0.65,3.17585
0.55,0.25,2.48335
0.67,0.04,2.97105
0.05,0.06,2.0763
0.97,0.81,3.9709
0.25,0.08,2.7142
0.7,0.51,2.71505
0.61,0.06,2.9108
0.28,0.67,2.0313
0.36,0.02,2.9512
0.43,0.52,2.4834
0.89,0.56,2.646
0.48,0.46,2.6175
0.68,0.62,3.18055
0.69,0.92,3.2793
0.08,0.27,1.4229
0.49,0.96,2.66745
0.77,0.14,2.7629
0.28,0.99,1.95715
0.16,0.43,1.6637
0.56,0.57,2.9161
0.32,0.3,2.27595
0.35,0.7,2.2687
0.56,0.73,2.89265
0.61,0.52,2.93005
0.99,0.47,2.18795
0.98,0.04,3.0406
0.21,0.73,1.77235
0.89,0.24,2.5609
0.81,0.02,3.0486
0.93,0.98,4.01815
0.17,0.17,2.1062
0.82,0.07,2.9382
0.33,0.09,2.72665
0.0,0.05,1.72405
0.35,0.79,2.22705
0.14,0.16,1.9926
0.53,0.23,2.547
0.23,0.52,1.89315
0.77,0.61,3.15715
0.08,0.48,1.3569
0.06,0.93,1.2202
0.44,0.38,2.484
0.96,0.09,2.9188
0.41,0.06,2.85605
0.02,0.41,1.11935
0.97,0.92,4.13815
0.25,0.4,2.0233
0.59,0.32,2.49095
0.05,0.75,1.1961
0.73,0.2,2.6154
0.05,0.66,1.1939
0.86,0.81,3.7891
0.6,0.64,3.02295
0.28,0.72,2.0141
0.98,0.58,2.52365
0.68,0.69,3.26695
0.65,1.0,3.1259
0.4,0.34,2.42655
0.35,0.15,2.58425
0.62,0.09,2.84685
0.1,0.9,1.3635
0.19,0.69,1.6968
0.92,0.34,2.3646
0.51,0.62,2.7695
0.0,0.72,1.0033
0.71,0.39,2.41325
0.88,0.26,2.5123
0.01,0.04,2.0701
0.53,0.91,2.7979
0.82,0.63,3.20355
0.0,0.84,0.99945
0.71,0.53,2.866
0.32,0.65,2.16125
0.44,0.91,2.50815
0.11,0.46,1.46545
0.82,0.83,3.7005
0.97,0.58,2.59345
0.17,0.88,1.6291
0.46,0.63,2.61615
0.79,0.03,3.02325
0.92,0.11,2.8735
0.8,0.6,3.2089
0.47,0.48,2.62755
0.38,0.58,2.3799
0.21,0.54,1.8208
0.83,0.91,3.72805
0.35,0.17,2.5292
0.13,0.65,1.50895
0.76,0.49,2.5352
0.36,0.21,2.44695
0.61,0.51,2.8625
0.12,0.36,1.5493
0.1,0.13,1.86575
0.24,0.62,1.89785
0.7,0.57,3.0313
0.92,0.32,2.41005
0.37,0.83,2.28425
0.12,0.97,1.4355
0.42,0.57,2.50645
0.14,0.99,1.50745
0.79,0.24,2.5689
0.29,0.73,2.045
0.11,0.53,1.4564
0.73,0.72,3.44065
0.83,0.93,3.72145
0.22,0.66,1.80925
0.24,0.1,2.54775
0.96,0.0,3.13245
0.89,0.43,2.29355
0.66,0.22,2.566
0.57,0.04,2.94265
0.87,0.86,3.85865
0.67,0.0,3.07205
0.52,0.03,2.96785
0.07,0.97,1.2397
0.43,0.41,2.4694
0.15,0.16,1.9509
0.2,0.08,2.56515
0.57,0.52,2.8274
0.81,0.18,2.68005
0.66,0.82,3.2139
0.77,0.67,3.258
0.46,0.2,2.5417
0.59,0.78,3.0121
0.07,0.31,1.3815
0.17,0.33,1.76895
0.17,0.72,1.63915
0.13,0.12,2.0715
0.92,0.33,2.39665
0.6,0.39,2.5276
0.66,0.45,2.64155
0.08,0.82,1.3173
0.07,0.35,1.35855
0.12,0.55,1.4717
0.2,0.44,1.82545
0.86,0.97,3.8094
0.84,0.63,3.3836
0.65,0.53,2.97695
0.78,0.48,2.5449
0.47,0.26,2.4653
0.76,0.33,2.39805
0.02,0.79,1.07425
0.7,0.88,3.3108
0.09,0.44,1.4262
0.61,0.84,3.07255
0.88,0.41,2.3418
0.14,0.47,1.591
0.54,0.29,2.5167
0.57,0.92,2.90415
0.14,0.98,1.49175
0.13,0.0,2.95565
0.75,0.95,3.46225
0.12,0.09,2.2723
0.38,0.26,2.4186
0.14,0.48,1.5699
0.49,0.06,2.8796
0.93,0.37,2.30215
0.03,0.66,1.13355
0.48,0.7,2.6744
0.07,0.66,1.26555
0.07,0.09,1.94135
0.93,0.23,2.60715
0.17,0.95,1.58875
0.07,0.21,1.46965
0.55,0.14,2.70765
0.8,0.51,2.64805
0.96,0.03,3.06205
0.09,0.09,2.062
0.25,0.07,2.74705
0.58,0.35,2.4205
0.19,0.87,1.693
0.17,0.99,1.58005
0.2,0.03,2.86265
0.77,0.37,2.4274
0.66,0.62,3.14645
0.75,0.35,2.39115
0.96,0.78,3.96585
0.49,0.3,2.50165
0.16,0.51,1.6588
1.0,0.8,4.0557
0.85,0.28,2.47125
0.33,0.8,2.17035
0.88,0.72,3.66485
0.52,0.55,2.78275
0.46,0.55,2.6178
0.82,0.14,2.77015
0.23,0.61,1.87545
0.91,0.45,2.18745
0.15,0.02,2.84625
0.59,0.95,2.97095
0.76,0.21,2.6122
0.06,0.56,1.2668
0.73,0.45,2.59105
0.06,0.83,1.2256
0.28,0.38,2.1181
0.09,0.99,1.32025
0.64,0.3,2.471
0.85,0.14,2.78015
0.74,0.3,2.39765
0.36,0.82,2.24905
0.38,0.52,2.3803
0.91,0.53,2.495
0.04,0.93,1.14235
0.34,0.92,2.17885
0.43,0.8,2.47255
0.65,0.65,3.1691
0.41,0.55,2.48375
0.19,0.73,1.73265
0.55,0.3,2.50765
0.42,0.31,2.429
0.93,0.41,2.2833
0.02,0.24,1.18965
0.05,0.04,2.4083
0.9,0.07,2.9502
0.46,0.67,2.6122
0.83,0.14,2.7752
0.02,0.01,2.8039
0.35,0.82,2.2326
0.84,0.26,2.52765
0.66,0.81,3.2224
0.02,0.87,1.0731
0.09,0.11,1.96245
0.36,1.0,2.2219
0.31,0.74,2.1057
0.42,0.08,2.8165
0.15,0.63,1.59325
0.16,0.39,1.69125
0.48,0.13,2.7128
0.77,0.71,3.5696
0.96,0.57,2.48765
0.78,0.66,3.35035
0.12,0.44,1.5186
0.85,0.64,3.3252
0.65,0.49,2.69135
0.95,0.96,4.0826
0.3,0.35,2.1808
0.95,0.69,3.38965
0.8,0.23,2.5694
0.71,0.77,3.3477
0.86,0.19,2.66775
0.43,0.33,2.49345
0.1,0.44,1.44355
0.42,0.49,2.5181
0.86,0.76,3.7752
0.27,0.46,2.03105
0.16,0.98,1.56685
0.98,0.74,3.72055
0.42,0.77,2.46295
0.19,0.52,1.74405
0.92,0.43,2.3023
0.96,0.19,2.70525
0.41,0.95,2.3833
0.72,0.08,2.8868
0.9,0.49,2.4435
0.38,0.3,2.41995
0.66,0.85,3.21655
0.33,0.52,2.23505
0.96,0.24,2.5887
0.69,0.85,3.3175
0.3,0.59,2.10955
0.82,0.81,3.71015
0.48,0.55,2.6837
0.08,0.76,1.297
0.35,0.11,2.67165
0.15,0.48,1.6153
0.02,0.25,1.1893
0.81,0.59,3.05835
0.69,0.44,2.567
0.36,0.24,2.43265
0.01,0.41,1.07795
0.86,0.85,3.8167
0.79,0.66,3.3279
0.87,0.14,2.789
0.25,0.47,1.9719
0.45,0.14,2.6694
0.77,0.79,3.5545
0.82,0.39,2.37235
0.96,0.25,2.5602
0.25,0.97,1.87235
0.63,0.6,3.0196
0.96,0.63,2.7755
0.66,0.2,2.59875
0.66,0.21,2.59965
0.67,0.74,3.22735
0.03,0.15,1.368
0.53,0.57,2.83115
0.03,0.97,1.10155
0.09,0.87,1.33075
0.79,0.34,2.35375
0.97,0.38,2.29425
0.47,0.57,2.6494
0.27,0.07,2.7705
0.94,0.46,2.2228
0.46,0.69,2.60225
0.76,0.13,2.7875
0.12,0.85,1.4486
0.33,0.49,2.2251
0.63,0.94,3.0843
0.14,0.53,1.5688
0.42,0.35,2.4367
0.72,0.29,2.43105
0.91,0.68,3.5584
0.62,0.34,2.5063
0.42,1.0,2.41175
0.45,0.38,2.5055
0.11,0.54,1.47395
0.11,0.68,1.41305
0.75,0.85,3.48775
0.31,0.35,2.224
0.36,0.59,2.3001
0.64,0.13,2.74685
0.27,0.24,2.19765
0.81,0.68,3.53315
0.23,0.55,1.8864
0.44,0.6,2.56665
0.33,0.71,2.18465
0.03,0.54,1.148
0.55,0.4,2.56625
0.54,0.69,2.87505
0.47,0.76,2.6318
0.37,0.75,2.3073
0.04,0.1,1.5762
0.72,0.83,3.3686
0.96,0.39,2.29075
0.17,0.2,1.9701
0.34,0.4,2.28925
0.75,0.84,3.48215
0.42,0.23,2.4817
0.81,0.57,2.76715
0.98,0.73,3.8395
0.07,0.3,1.3732
0.03,0.43,1.15885
0.85,0.32,2.42475
0.8,0.08,2.9098
0.69,0.33,2.3837
0.23,0.6,1.87755
0.9,0.5,2.4111
0.69,0.72,3.31665
0.74,0.78,3.40965
0.94,0.94,4.05115
0.58,0.92,2.93425
0.84,0.53,2.60565
0.38,0.88,2.3041
0.46,0.89,2.5629
0.18,0.05,2.7217
0.24,0.31,2.0198
0.21,0.63,1.8009
0.68,0.67,3.24565
0.88,0.12,2.82985
0.85,0.76,3.6798
0.45,0.18,2.576
0.52,0.91,2.7922
0.93,0.14,2.79425
0.7,0.15,2.72015
0.54,0.2,2.57655
0.75,0.51,2.83525
0.15,0.71,1.5804
0.38,0.96,2.3
0.64,0.67,3.1407
0.55,0.74,2.87605
0.96,0.86,4.0689
0.03,0.62,1.1341
0.12,0.52,1.4934
0.41,0.67,2.46245
0.62,0.59,3.00255
0.8,0.63,3.25635
0.82,1.0,3.6856
0.28,0.41,2.10105
0.3,0.28,2.2252
0.61,0.03,2.9891
0.74,0.65,3.2945
0.29,0.63,2.0662
0.79,0.57,3.16645
0.53,0.93,2.7815
0.49,0.32,2.51135
0.94,0.54,2.40155
0.47,0.15,2.6524
0.19,0.35,1.8224
0.01,0.02,2.5429
0.53,0.78,2.8138
0.44,0.9,2.5046
0.57,0.93,2.9224
0.99,0.65,3.08085
0.19,0.44,1.7827
0.75,0.02,3.0439
0.46,0.64,2.6277
0.81,0.01,3.0773
0.02,0.48,1.10065
0.56,1.0,2.86605
0.91,1.0,3.95325
0.36,0.34,2.3383
0.68,0.48,2.76925
0.44,0.14,2.65885
0.3,0.93,2.0377
0.9,0.26,2.5318
0.28,0.53,2.0798
0.32,0.95,2.1019
0.98,0.66,3.0506
0.93,0.49,2.38945
0.04,0.47,1.19975
0.14,0.52,1.5619
0.94,0.29,2.4574
0.6,0.17,2.6539
0.97,0.14,2.805
0.16,0.57,1.62555
0.4,0.75,2.3964
0.16,0.84,1.5697
0.86,0.5,2.54685
0.32,0.86,2.1376
0.81,0.53,2.6499
0.94,0.27,2.50365
0.96,0.68,3.41955
0.35,0.48,2.29485
0.24,0.93,1.85085
0.24,0.84,1.8516
0.55,0.19,2.5991
0.26,0.51,2.01365
0.83,0.78,3.74995
0.22,0.17,2.2049
1.0,0.81,4.0572
1.0,0.79,4.06015
0.56,0.34,2.569
0.72,0.22,2.55905
0.44,0.8,2.5271
0.34,0.18,2.48665
0.13,0.06,2.5662
0.22,0.96,1.7744
0.14,0.05,2.64735
0.24,0.73,1.874
0.59,0.05,2.93285
0.93,0.19,2.68445
0.97,0.75,3.82925
0.67,0.59,3.0658
0.24,0.72,1.8894
0.89,0.32,2.4015
0.37,0.9,2.2776
0.22,0.81,1.78855
0.49,0.67,2.7227
0.35,0.77,2.245
0.04,0.23,1.288
0.88,0.75,3.83185
0.65,0.91,3.163
0.84,0.74,3.6001
0.91,0.42,2.205
0.03,0.79,1.1175
0.37,0.64,2.33895
0.65,0.19,2.60045
0.1,0.61,1.4069
0.25,0.87,1.88575
0.6,0.77,3.0431
0.68,0.24,2.5161
0.35,0.5,2.29545
0.86,0.65,3.2445
0.5,0.73,2.72365
0.35,0.86,2.21525
0.4,0.74,2.38005
0.79,0.18,2.678
0.18,0.71,1.674
0.89,0.83,3.90725
0.42,0.74,2.46575
0.63,0.17,2.6449
0.08,0.95,1.2974
0.4,0.61,2.4092
0.64,0.95,3.13485
0.14,0.6,1.54395
0.91,0.09,2.90985
0.64,0.62,3.13075
0.72,0.09,2.8566
0.0,0.88,0.9982
0.38,0.85,2.31925
0.92,0.36,2.31595
0.22,0.24,2.08435
0.23,0.54,1.8929
0.48,0.88,2.64035
0.35,0.06,2.83505
0.25,0.19,2.2849
0.91,0.33,2.3794
0.54,0.02,2.99415
0.41,0.59,2.46615
0.42,0.28,2.45305
0.05,0.63,1.21875
0.5,0.4,2.5758
0.34,0.53,2.2528
0.35,0.04,2.8867
0.09,0.43,1.42515
0.64,0.28,2.44225
0.3,0.25,2.2715
0.57,0.9,2.9039
0.75,0.44,2.4167
0.49,0.69,2.6934
0.03,0.81,1.1154
0.29,0.06,2.7826
0.18,0.88,1.6542
0.7,0.7,3.22135
0.22,0.59,1.84035
0.1,0.2,1.59005
0.52,0.8,2.7732
0.98,0.25,2.5747
0.38,0.27,2.4202
0.65,0.09,2.85375
0.21,0.22,2.05225
0.79,0.75,3.5895
0.09,0.07,2.30065
0.24,0.16,2.3217
0.94,0.19,2.7054
0.49,0.75,2.7033
0.25,0.57,1.9614
0.46,0.9,2.5721
0.44,0.03,2.94535
0.57,0.13,2.73385
0.5,0.48,2.703
0.12,0.07,2.40515
0.62,0.33,2.42205
0.53,0.12,2.7347
0.5,0.32,2.49015
1.0,0.68,3.08835
0.65,0.97,3.1657
0.76,0.24,2.54595
0.77,0.89,3.53175
0.53,0.11,2.7593
0.03,0.34,1.1647
0.98,0.43,2.2584
0.93,0.66,3.1986
0.81,0.82,3.67615
0.49,0.25,2.4781
0.41,0.31,2.3911
0.26,0.72,1.9489
0.43,0.65,2.53005
0.19,0.21,2.0
0.82,0.68,3.4306
0.83,0.64,3.24405
0.19,0.42,1.77545
0.65,0.25,2.5173
0.19,0.28,1.87585
0.63,0.03,2.97805
0.91,0.67,3.45915
0.9,0.11,2.859
0.28,0.33,2.13515
0.27,0.26,2.19365
0.83,0.53,2.74025
0.34,0.21,2.41595
0.12,0.46,1.49855
0.95,0.15,2.7757
0.98,0.96,4.1683
0.34,0.93,2.1566
0.82,0.55,2.68995
0.18,0.15,2.15545
0.08,0.75,1.3061
0.33,0.77,2.1914
0.11,0.5,1.46455
0.22,0.25,2.05075
0.66,0.49,2.67195
0.06,0.4,1.2977
0.66,0.56,2.96165
0.18,0.96,1.64105
0.67,0.62,3.18935
0.27,0.61,2.02105
0.52,0.84,2.77645
0.86,0.14,2.77725
0.23,0.39,1.94015
0.68,0.29,2.4429
0.22,0.11,2.4943
0.64,0.41,2.5805
0.72,0.73,3.3693
0.27,0.0,2.9875
0.74,0.75,3.4318
0.9,0.7,3.6225
0.9,0.36,2.3305
0.74,0.72,3.4157
0.87,0.7,3.518
0.24,0.65,1.8809
0.03,0.71,1.1293
0.94,0.9,4.0463
0.99,0.64,2.8778
0.12,0.33,1.5618
0.63,0.32,2.3869
0.22,0.88,1.7862
0.46,0.95,2.554
0.08,0.08,2.1186
0.09,0.46,1.39105
0.18,0.98,1.65105
0.95,0.13,2.82945
0.62,0.07,2.88725
0.14,0.2,1.81295
0.3,0.52,2.11375
0.15,0.06,2.64445
0.35,0.89,2.2078
0.58,0.51,2.83105
0.03,0.03,2.41915
0.4,0.9,2.38545
0.85,0.88,3.7837
0.76,0.27,2.46855
0.16,0.29,1.76065
0.52,0.01,3.01275
0.53,0.46,2.7071
0.93,0.24,2.56585
0.71,0.08,2.8875
0.67,0.17,2.686
0.45,0.45,2.53945
0.06,0.42,1.28885
0.67,0.08,2.87055
0.71,0.17,2.67085
0.0,0.17,1.1419
0.01,0.5,1.06475
0.34,0.65,2.2313
0.21,0.01,2.939
0.86,0.08,2.92055
0.04,0.81,1.152
0.46,0.98,2.5527
0.4,0.28,2.43195
0.71,0.51,2.88985
0.6,0.45,2.7898
0.64,0.88,3.14905
0.16,0.53,1.6433
0.9,0.69,3.61715
0.78,0.99,3.54375
0.96,0.71,3.49435
0.8,0.16,2.7173
0.91,0.83,3.9795
0.43,0.88,2.4968
0.3,0.45,2.13425
0.06,0.71,1.22815
0.01,0.34,1.0879
0.79,0.36,2.3314
0.25,0.32,2.02105
0.16,0.26,1.8073
0.26,0.96,1.8997
0.05,0.2,1.38305
0.24,0.57,1.9143
0.95,0.06,2.9921
0.53,0.88,2.77715
0.4,0.05,2.8783
0.83,0.18,2.689
0.14,0.19,1.81495
0.52,0.46,2.71205
0.06,0.46,1.2822
0.19,0.53,1.7353
0.19,0.43,1.7752
0.08,0.1,1.983
0.69,0.4,2.477
0.6,0.56,2.94675
0.25,0.59,1.95365
0.8,0.21,2.61345
0.9,0.18,2.70005
0.7,0.22,2.5741
0.91,0.94,3.96645
0.65,0.11,2.79865
0.07,0.44,1.32465
0.87,0.85,3.86245
0.84,0.05,2.99705
0.49,0.33,2.4349
0.63,0.27,2.4895
0.62,0.54,2.95825
0.58,0.13,2.7409
0.11,0.51,1.46235
0.86,0.39,2.2875
0.87,0.23,2.59615
0.47,0.63,2.65775
0.42,0.22,2.5025
0.88,0.43,2.3436
0.01,0.15,1.1983
0.43,0.96,2.48205
0.4,0.43,2.4212
0.05,0.02,2.7516
0.19,0.19,2.04635
0.34,0.69,2.2362
0.57,0.55,2.90905
0.26,0.48,2.01855
0.21,0.52,1.8272
0.09,0.69,1.35655
0.36,0.55,2.32855
0.04,0.87,1.15425
0.79,0.69,3.4794
0.8,0.03,3.02725
0.36,0.58,2.30145
0.0,0.12,1.21795
0.65,0.17,2.66175
0.02,0.65,1.091
0.2,0.84,1.72055
0.57,0.8,2.92395
0.17,0.31,1.7663
0.82,0.57,3.0315
0.44,0.06,2.86235
0.63,0.99,3.08825
0.85,0.04,3.0091
0.1,0.51,1.40985
0.45,0.2,2.5502
0.8,0.19,2.6583
0.67,0.57,2.99685
0.1,0.35,1.47635
0.59,0.51,2.8093
0.33,0.76,2.17885
0.93,1.0,4.00705
0.55,0.2,2.5711
0.29,0.78,2.0204
0.99,0.59,2.5027
0.97,0.01,3.10965
0.21,0.86,1.74325
0.7,0.84,3.3379
0.14,0.18,1.8437
0.36,0.65,2.3044
0.03,0.05,2.01445
0.44,0.42,2.5119
0.29,0.98,2.0058
0.82,0.48,2.39715
0.45,0.07,2.83145
0.27,0.93,1.9746
0.02,0.28,1.17065
0.56,0.66,2.9027
0.93,0.86,4.04915
0.2,0.94,1.70015
0.15,0.43,1.6521
0.7,0.52,2.879
0.44,0.23,2.50365
0.77,0.88,3.53415
0.2,0.86,1.696
0.13,0.67,1.5143
0.22,0.65,1.82695
0.94,0.08,2.93405
0.93,0.17,2.7323
0.99,0.89,4.2108
0.98,0.63,2.90275
0.02,0.51,1.1041
0.4,0.04,2.90015
0.82,0.42,2.43605
0.54,0.68,2.85945
0.91,0.76,3.8301
0.01,0.12,1.24285
0.04,0.34,1.2345
0.58,0.23,2.5499
0.89,0.07,2.9431
0.55,0.49,2.7502
0.3,0.84,2.0546
0.3,0.16,2.46235
0.48,0.2,2.577
0.0,0.59,1.0111
0.4,0.54,2.4581
0.85,0.12,2.82975
0.06,0.15,1.51105
0.94,0.61,2.83455
0.65,0.38,2.5781
0.14,0.97,1.50905
0.42,0.61,2.50025
0.4,0.83,2.3923
0.34,0.17,2.5257
0.08,0.43,1.35775
0.53,0.65,2.8585
0.05,0.98,1.16685
0.43,0.1,2.74155
0.69,0.13,2.7532
0.2,0.98,1.69965
0.63,0.33,2.49715
0.97,0.31,2.43475
0.97,0.36,2.371
0.86,0.51,2.5056
0.8,0.61,3.2216
0.08,0.46,1.3498
0.73,0.96,3.41085
0.32,0.32,2.24405
0.88,0.1,2.88095
0.0,0.96,0.99595
0.88,0.01,3.0936
0.22,0.04,2.8207
0.27,0.23,2.2248
0.04,0.46,1.19385
0.0,0.7,1.0032
0.79,0.94,3.5988
0.89,0.61,2.86915
0.59,0.59,2.9401
0.06,0.87,1.21955
0.59,0.39,2.4788
0.84,0.17,2.69665
0.77,0.97,3.5288
0.53,0.41,2.58545
0.15,0.4,1.6458
0.8,0.9,3.63165
0.01,0.44,1.0732
0.04,0.43,1.2
0.76,0.61,3.17625
0.92,0.6,2.6828
0.97,0.22,2.64375
0.22,0.5,1.8693
0.38,0.28,2.41835
0.08,0.56,1.32685
0.4,0.38,2.43685
0.31,0.44,2.1857
0.87,0.73,3.63035
0.93,0.58,2.6935
1.0,0.27,2.5352
0.99,0.29,2.4873
0.23,0.22,2.13475
0.64,0.02,3.018
0.51,0.55,2.7855
0.63,0.47,2.7358
0.98,0.55,2.27805
0.11,0.7,1.41775
0.91,0.08,2.93595
0.86,0.8,3.82585
0.32,0.38,2.23805
0.56,0.56,2.9075
0.72,0.33,2.39785
0.28,0.52,2.04925
0.6,0.54,2.8833
0.41,0.01,2.99145
0.47,0.28,2.4752
0.65,0.42,2.5925
0.38,0.94,2.31065
0.8,0.76,3.6449
0.65,0.13,2.76505
0.47,0.12,2.7257
0.12,0.82,1.4457
0.52,0.78,2.7801
0.61,0.26,2.50215
0.33,0.28,2.3057
0.22,0.58,1.8261
0.62,0.17,2.64485
0.24,0.15,2.40355
0.79,0.98,3.5802
0.22,0.12,2.40515
0.78,0.93,3.55605
0.07,0.6,1.28955
0.73,0.25,2.54965
0.7,0.69,3.29465
0.0,0.56,1.01205
0.58,0.87,2.9678
0.86,0.78,3.74935
0.01,0.25,1.12995
0.21,0.18,2.17635
0.37,0.76,2.29745
0.36,0.98,2.2394
0.03,0.2,1.2555
0.59,0.97,2.9437
0.69,0.39,2.5028
1.0,0.52,2.1402
0.24,0.83,1.85465
0.61,0.75,3.09605
0.78,0.2,2.63505
0.58,0.52,2.80885
0.08,0.69,1.307
0.6,0.09,2.83135
0.11,0.38,1.50165
0.02,0.31,1.14525
0.37,0.14,2.61095
0.68,0.13,2.7671
0.93,0.68,3.3619
0.95,0.5,2.17965
0.64,0.36,2.42225
0.41,0.34,2.4121
0.23,0.4,1.95535
0.7,0.27,2.4847
0.77,0.41,2.4966
0.55,0.17,2.6375
0.33,0.25,2.35625
0.13,0.39,1.58505
0.6,0.4,2.49155
0.36,0.18,2.5159
0.89,0.72,3.5701
0.68,0.57,3.02
0.66,0.26,2.48595
0.11,0.39,1.49415
0.58,0.42,2.6622
0.63,0.55,2.9437
0.37,0.44,2.3807
0.84,0.41,2.38785
0.53,0.42,2.6754
0.11,0.95,1.39995
0.94,0.13,2.8228
0.48,0.57,2.65655
0.27,0.41,2.05805
1.0,0.93,4.2326
0.77,0.54,2.8324
0.02,0.39,1.12005
0.2,0.68,1.7624
0.68,0.82,3.28495
0.07,0.28,1.4077
0.78,0.25,2.5148
0.4,0.52,2.4434
0.79,0.08,2.89575
0.18,0.74,1.68065
0.84,0.54,2.68445
0.97,0.08,2.9584
0.18,0.02,2.83425
0.53,0.51,2.795
0.35,0.2,2.4831
0.65,0.93,3.14315
0.22,0.09,2.5963
0.04,0.31,1.23945
0.96,0.58,2.70315
0.6,0.83,3.02655
0.68,0.6,3.07595
0.28,0.18,2.3468
0.13,0.02,2.8678
0.74,0.15,2.732
0.95,0.03,3.0591
0.8,0.49,2.57355
0.95,0.27,2.512
0.54,0.19,2.61785
0.23,0.5,1.89715
0.3,0.75,2.07915
0.03,0.92,1.11105
0.37,0.8,2.29075
0.37,0.97,2.271
0.71,0.15,2.7151
0.99,0.79,3.9207
0.95,0.97,4.07715
0.51,0.94,2.7131
0.13,0.23,1.69175
0.72,0.77,3.379
0.62,0.74,3.10015
0.79,0.88,3.6185
0.32,0.26,2.2832
0.56,0.21,2.5675
0.72,0.74,3.40345
0.46,0.46,2.5734
0.67,0.37,2.45865
0.34,0.63,2.2275
0.66,0.01,3.04755
0.26,0.09,2.68395
0.61,0.38,2.4758
0.03,0.39,1.1822
0.7,0.99,3.31005
0.63,0.77,3.13675
0.87,0.64,3.31825
0.05,0.86,1.1883
0.48,0.75,2.67445
0.23,0.62,1.8838
0.85,0.06,2.96435
0.81,0.1,2.87435
0.01,0.63,1.05375
0.15,0.72,1.55075
0.58,0.14,2.71915
0.11,0.75,1.4323
0.66,0.46,2.75965
